Locus	sgRNA	Beta	zscore	pvalue	FDR	wald_pvalue	wald_fdr	Cas_variant	FACS_protein	sgRNA_group
rs11907438	5	-0.041721	-0.90151	0.34532	0.9203	0.36732	0.89978	VP64	ROS	CAD_loci
rs6909574	5	-0.018099	-0.80623	0.69868	0.98905	0.42011	0.91353	VP64	ROS	CAD_loci
rs6836670	5	-0.061015	-1.1006	0.17219	0.92025	0.27106	0.88008	VP64	ROS	CAD_loci
rs2178663	5	-0.016603	-0.56258	0.72611	0.98905	0.57372	0.94348	VP64	ROS	CAD_loci
rs2279287	5	-0.015217	-0.33061	0.75118	0.99499	0.74094	0.97532	VP64	ROS	CAD_loci
rs918949	5	-0.0035838	-0.10311	0.98344	0.99713	0.91787	0.98942	VP64	ROS	CAD_loci
rs1063281	5	-0.0065189	-0.25711	0.92148	0.99602	0.7971	0.98157	VP64	ROS	CAD_loci
rs4888413	5	-0.019498	-0.60208	0.66982	0.98905	0.54712	0.94252	VP64	ROS	CAD_loci
rs11191425	5	-0.023354	-0.63112	0.5965	0.9794	0.52796	0.94055	VP64	ROS	CAD_loci
rs6060230	5	0.019234	0.58883	0.60785	0.9794	0.55597	0.94252	VP64	ROS	CAD_loci
rs11206510	5	0.013195	0.42195	0.70908	0.98905	0.67306	0.96201	VP64	ROS	CAD_loci
rs1051338	5	0.013037	0.47545	0.71476	0.98905	0.63447	0.95842	VP64	ROS	CAD_loci
rs8080784	5	0.019438	0.59908	0.6036	0.9794	0.54912	0.94252	VP64	ROS	CAD_loci
rs60955306	5	0.030833	1.1821	0.43141	0.94575	0.23715	0.87414	VP64	ROS	CAD_loci
rs2713559	4	-0.08305	-2.6487	0.081362	0.92021	0.0080812	0.64747	VP64	ROS	CAD_loci
rs2820321	5	-0.0091887	-0.35306	0.86755	0.99602	0.72404	0.97489	VP64	ROS	CAD_loci
rs17228058	5	-0.074555	-2.1226	0.098865	0.92025	0.033791	0.79908	VP64	ROS	CAD_loci
rs216201	4	-0.035883	-0.60614	0.46263	0.95058	0.54442	0.94252	VP64	ROS	CAD_loci
rs56076311	5	-0.036515	-1.0337	0.40255	0.93939	0.30126	0.88741	VP64	ROS	CAD_loci
rs1035673	2	-0.080398	-0.8422	0.228	0.92025	0.39968	0.91353	VP64	ROS	CAD_loci
rs2972147	5	-0.091633	-1.9428	0.048723	0.88889	0.052036	0.79908	VP64	ROS	CAD_loci
rs12214118	5	-0.035772	-0.89706	0.41154	0.93952	0.36969	0.9014	VP64	ROS	CAD_loci
rs62233076	4	0.044919	1.3756	0.31835	0.92025	0.16895	0.85356	VP64	ROS	CAD_loci
rs112917455	3	-0.04748	-0.67497	0.39073	0.93939	0.49969	0.93656	VP64	ROS	CAD_loci
rs8059378	3	0.050516	0.59984	0.30511	0.92025	0.54861	0.94252	VP64	ROS	CAD_loci
rs918950	3	0.018004	0.6043	0.68638	0.98905	0.54564	0.94252	VP64	ROS	CAD_loci
rs17087335	5	0.0092819	0.24296	0.77531	0.99602	0.80803	0.98396	VP64	ROS	CAD_loci
rs55945050	5	0.00096947	0.0222	0.92573	0.99602	0.98229	0.99651	VP64	ROS	CAD_loci
rs6489786	5	0.05811	1.4436	0.15752	0.92025	0.14884	0.85356	VP64	ROS	CAD_loci
rs2673136	1	-0.0045251	-0.063623	0.98155	0.99713	0.94927	0.99591	VP64	ROS	CAD_loci
rs73158491	5	-0.069155	-1.0856	0.12157	0.92025	0.27768	0.88008	VP64	ROS	CAD_loci
rs1050361	5	0.035278	0.96388	0.37417	0.93168	0.33511	0.88741	VP64	ROS	CAD_loci
rs7312404	5	-0.010629	-0.33554	0.83869	0.99602	0.73722	0.97489	VP64	ROS	CAD_loci
rs1011121	5	-0.045485	-1.5247	0.30795	0.92025	0.12733	0.85089	VP64	ROS	CAD_loci
rs144724281	4	0.039889	1.1793	0.3737	0.93168	0.2383	0.87414	VP64	ROS	CAD_loci
rs295	5	-0.055216	-1.2844	0.21476	0.92025	0.19899	0.85356	VP64	ROS	CAD_loci
rs1713811	4	0.018457	0.3529	0.64238	0.98555	0.72416	0.97489	VP64	ROS	CAD_loci
rs12442476	5	0.05929	1.3153	0.14995	0.92025	0.18841	0.85356	VP64	ROS	CAD_loci
rs143287562	5	0.022189	0.62051	0.56055	0.97133	0.53492	0.94252	VP64	ROS	CAD_loci
Pos_GECKO_VCAM1	6	0.0039925	0.1438	0.88079	0.99602	0.88566	0.98839	VP64	ROS	known_genes
rs11057830	5	0.041619	0.90816	0.3018	0.92025	0.36379	0.89949	VP64	ROS	CAD_loci
rs35614134	5	0.079313	1.752	0.063387	0.92021	0.07977	0.85089	VP64	ROS	CAD_loci
rs11022753	5	-0.046838	-1.7354	0.29659	0.92025	0.082677	0.85089	VP64	ROS	CAD_loci
rs2072142	5	-0.088783	-1.7666	0.059603	0.92021	0.077295	0.85089	VP64	ROS	CAD_loci
rs11586946	5	0.04833	1.3387	0.23463	0.92025	0.18066	0.85356	VP64	ROS	CAD_loci
rs476828	4	-0.0040599	-0.093042	0.97919	0.99713	0.92587	0.98942	VP64	ROS	CAD_loci
Pos_SAM_TRPV4	18	-0.03042	-1.3828	0.19536	0.92025	0.16672	0.85356	VP64	ROS	known_genes
rs10116277	4	-0.057767	-0.85822	0.22185	0.92025	0.39077	0.91048	VP64	ROS	CAD_loci
rs9896058	5	-0.0082777	-0.29544	0.88647	0.99602	0.76765	0.98157	VP64	ROS	CAD_loci
rs11838776	5	0.010203	0.47816	0.75875	0.99567	0.63253	0.95842	VP64	ROS	CAD_loci
rs4073322	5	0.012249	0.38591	0.72517	0.98905	0.69956	0.96848	VP64	ROS	CAD_loci
rs6060244	5	-0.011579	-0.35477	0.81599	0.99602	0.72276	0.97489	VP64	ROS	CAD_loci
rs3731827	5	-0.13663	-2.6992	0.0061495	0.53571	0.0069506	0.63885	VP64	ROS	CAD_loci
rs141600589	1	-0.1434	-0.45029	0.13056	0.92025	0.6525	0.96171	VP64	ROS	CAD_loci
prom_GPX3	5	-0.0041944	-0.036217	0.97209	0.99713	0.97111	0.99651	VP64	ROS	known_genes
rs2059904	3	0.01369	0.36887	0.75071	0.99499	0.71223	0.97489	VP64	ROS	CAD_loci
rs4887829	5	0.029202	0.75107	0.45459	0.95058	0.45261	0.92981	VP64	ROS	CAD_loci
rs58084604	4	-0.0039896	-0.041332	0.97919	0.99713	0.96703	0.99651	VP64	ROS	CAD_loci
rs9915604	2	-0.14994	-2.0993	0.038789	0.82178	0.035791	0.79908	VP64	ROS	CAD_loci
rs144662567	3	-0.0075738	-0.16621	0.921	0.99602	0.86799	0.98791	VP64	ROS	CAD_loci
rs9943599	4	-0.065266	-1.6521	0.17171	0.92025	0.098521	0.85089	VP64	ROS	CAD_loci
rs2943647	5	-0.06994	-1.7945	0.11684	0.92025	0.072733	0.83563	VP64	ROS	CAD_loci
rs11022742	5	0.021762	0.66161	0.5667	0.97171	0.50822	0.93656	VP64	ROS	CAD_loci
rs10198569	5	0.03722	0.64565	0.35241	0.92203	0.5185	0.93656	VP64	ROS	CAD_loci
rs5780094	5	-0.014333	-0.52075	0.76868	0.99602	0.60254	0.94636	VP64	ROS	CAD_loci
rs7200053	5	-0.050176	-1.5622	0.26254	0.92025	0.11823	0.85089	VP64	ROS	CAD_loci
rs55734215	5	-0.14454	-2.2793	0.0037843	0.47059	0.022651	0.79908	VP64	ROS	CAD_loci
rs17248720	5	-0.0015362	-0.040441	0.98108	0.99713	0.96774	0.99651	VP64	ROS	CAD_loci
rs11418078	4	-0.065551	-1.5856	0.16982	0.92025	0.11284	0.85089	VP64	ROS	CAD_loci
rs13206434	5	0.052798	1.1717	0.19678	0.92025	0.24131	0.875	VP64	ROS	CAD_loci
rs6719046	2	-0.044601	-0.94099	0.4929	0.95859	0.34671	0.88891	VP64	ROS	CAD_loci
rs2972138	4	0.058189	1.4518	0.20814	0.92025	0.14655	0.85356	VP64	ROS	CAD_loci
rs17282057	2	0.016494	0.38783	0.73794	0.99119	0.69814	0.96842	VP64	ROS	CAD_loci
rs7214227	3	-0.0127	-0.2246	0.84768	0.99602	0.82229	0.98791	VP64	ROS	CAD_loci
rs2013002	2	-0.12456	-1.9716	0.073321	0.92021	0.048653	0.79908	VP64	ROS	CAD_loci
rs2019090	5	0.065937	2.0591	0.11589	0.92025	0.039485	0.79908	VP64	ROS	CAD_loci
rs117616040	5	-0.14455	-3.0957	0.0037843	0.47059	0.0019633	0.5188	VP64	ROS	CAD_loci
rs62391062	5	-0.034082	-0.80348	0.43094	0.94575	0.4217	0.91526	VP64	ROS	CAD_loci
rs62233138	5	-0.031557	-0.88906	0.465	0.95082	0.37397	0.90657	VP64	ROS	CAD_loci
rs12928036	5	0.015349	0.41831	0.67313	0.98905	0.67572	0.96201	VP64	ROS	CAD_loci
rs6494488	5	0.032395	0.9783	0.4106	0.93939	0.32792	0.88741	VP64	ROS	CAD_loci
rs9303431	5	0.015159	0.49808	0.67644	0.98905	0.61843	0.95242	VP64	ROS	CAD_loci
rs34327087	3	0.17168	2.9916	0.0070956	0.53571	0.002775	0.52028	VP64	ROS	CAD_loci
rs35145830	2	0.043454	0.9646	0.44891	0.95058	0.33475	0.88741	VP64	ROS	CAD_loci
Ess_SAM_EIF3B	6	0.043091	1.1052	0.24125	0.92025	0.26909	0.88008	VP64	ROS	essential_genes
rs12967878	5	0.051202	1.4813	0.2105	0.92025	0.13852	0.85144	VP64	ROS	CAD_loci
rs113801196	5	-0.02261	-0.78213	0.61211	0.9794	0.43414	0.92424	VP64	ROS	CAD_loci
rs73158489	2	0.061242	1.3059	0.30132	0.92025	0.19157	0.85356	VP64	ROS	CAD_loci
rs74599371	5	-0.037318	-1.0398	0.39357	0.93939	0.29841	0.88741	VP64	ROS	CAD_loci
rs1024137	3	-0.013531	-0.31194	0.8316	0.99602	0.75509	0.98157	VP64	ROS	CAD_loci
rs9551473	4	-0.039375	-0.9658	0.42053	0.94087	0.33414	0.88741	VP64	ROS	CAD_loci
rs1534386	5	0.047315	1.6799	0.24361	0.92025	0.092982	0.85089	VP64	ROS	CAD_loci
rs10883832	4	0.0088765	0.09714	0.7947	0.99602	0.92262	0.98942	VP64	ROS	CAD_loci
rs3734214	5	0.00094401	0.016335	0.92715	0.99602	0.98697	0.99651	VP64	ROS	CAD_loci
rs10517620	5	0.0054639	0.093348	0.84957	0.99602	0.92563	0.98942	VP64	ROS	CAD_loci
rs1384705	5	0.010399	0.30152	0.75497	0.99502	0.76302	0.98157	VP64	ROS	CAD_loci
rs138722156	5	0.060422	1.6737	0.14191	0.92025	0.094181	0.85089	VP64	ROS	CAD_loci
rs17411168	5	-0.0026185	-0.07452	0.99905	1	0.9406	0.99475	VP64	ROS	CAD_loci
rs1537373	5	0.14992	2.9188	0.0037843	0.47059	0.0035137	0.52028	VP64	ROS	CAD_loci
rs4888409	3	-0.018919	-0.52009	0.74314	0.99119	0.603	0.94636	VP64	ROS	CAD_loci
rs6680	5	-0.077476	-1.9788	0.089404	0.92025	0.047843	0.79908	VP64	ROS	CAD_loci
rs117908897	5	-0.077859	-2.5084	0.088458	0.92025	0.012128	0.65048	VP64	ROS	CAD_loci
rs112702205	3	-0.095346	-1.1923	0.084674	0.92025	0.23314	0.87414	VP64	ROS	CAD_loci
rs61319091	3	-0.035469	-0.70958	0.5175	0.9607	0.47796	0.93363	VP64	ROS	CAD_loci
rs34029266	5	-0.015714	-0.34427	0.7403	0.99119	0.73065	0.97489	VP64	ROS	CAD_loci
rs75535620	5	-0.026572	-0.60195	0.55156	0.97133	0.54721	0.94252	VP64	ROS	CAD_loci
rs2259820	5	-0.017289	-0.41143	0.71334	0.98905	0.68075	0.9634	VP64	ROS	CAD_loci
rs10852932	5	0.049774	1.5722	0.22375	0.92025	0.11591	0.85089	VP64	ROS	CAD_loci
rs7203157	4	-0.041757	-1.5816	0.38931	0.93939	0.11374	0.85089	VP64	ROS	CAD_loci
rs10733376	5	0.011644	0.44656	0.73321	0.99043	0.65519	0.96171	VP64	ROS	CAD_loci
rs2494114	3	0.034283	0.64971	0.46641	0.95082	0.51588	0.93656	VP64	ROS	CAD_loci
rs2820310	3	-0.057111	-0.88653	0.30038	0.92025	0.37533	0.90657	VP64	ROS	CAD_loci
rs9839821	3	-0.087513	-1.6206	0.114	0.92025	0.10511	0.85089	VP64	ROS	CAD_loci
rs8024	5	-0.024403	-0.54781	0.58089	0.97927	0.58382	0.94506	VP64	ROS	CAD_loci
rs2550035	5	0.0035917	0.10121	0.88079	0.99602	0.91938	0.98942	VP64	ROS	CAD_loci
rs1333042	5	0.028707	1.0214	0.46121	0.95058	0.30706	0.88741	VP64	ROS	CAD_loci
rs17465940	5	-0.095383	-1.9499	0.039735	0.82353	0.051186	0.79908	VP64	ROS	CAD_loci
rs10715382	5	-0.0010926	-0.04398	0.97351	0.99713	0.96492	0.99651	VP64	ROS	CAD_loci
rs3796581	5	-0.016761	-0.37611	0.72375	0.98905	0.70684	0.97219	VP64	ROS	CAD_loci
9:22121369	4	0.08525	1.0872	0.070009	0.92021	0.27695	0.88008	VP64	ROS	CAD_loci
rs4387568	3	-0.096958	-1.4689	0.081835	0.92021	0.14185	0.85286	VP64	ROS	CAD_loci
rs145756814	5	-0.028289	-0.6579	0.51419	0.95859	0.5106	0.93656	VP64	ROS	CAD_loci
rs1078004	5	0.014325	0.40816	0.68969	0.98905	0.68316	0.96368	VP64	ROS	CAD_loci
rs34499461	5	-0.037734	-0.66548	0.38553	0.93939	0.50574	0.93656	VP64	ROS	CAD_loci
Pos_GECKO_CAT	6	0.004493	0.15818	0.87039	0.99602	0.87431	0.98839	VP64	ROS	known_genes
rs925735	5	0.016458	0.56206	0.65563	0.98905	0.57408	0.94348	VP64	ROS	CAD_loci
rs1169279	4	0.07131	1.6504	0.12772	0.92025	0.098855	0.85089	VP64	ROS	CAD_loci
rs903678	4	-0.051739	-1.5752	0.2772	0.92025	0.11522	0.85089	VP64	ROS	CAD_loci
Pos_GECKO_NOS3	6	0.011288	0.25585	0.74409	0.99119	0.79807	0.98157	VP64	ROS	known_genes
rs61791510	5	-0.060767	-1.655	0.17408	0.92025	0.097925	0.85089	VP64	ROS	CAD_loci
rs74233809	4	-0.047655	-1.0159	0.31835	0.92025	0.30967	0.88741	VP64	ROS	CAD_loci
rs2410623	5	0.010633	0.30926	0.75166	0.99499	0.75713	0.98157	VP64	ROS	CAD_loci
rs3811414	5	0.038016	0.59067	0.34248	0.92025	0.55474	0.94252	VP64	ROS	CAD_loci
rs6060236	5	0.056643	1.5857	0.16698	0.92025	0.11281	0.85089	VP64	ROS	CAD_loci
rs1050362	5	0.017782	0.43794	0.63245	0.98164	0.66143	0.96171	VP64	ROS	CAD_loci
rs6694952	4	-0.087799	-2.4859	0.069536	0.92021	0.012923	0.65048	VP64	ROS	CAD_loci
rs7212249	5	0.0063044	0.19899	0.83254	0.99602	0.84227	0.98791	VP64	ROS	CAD_loci
rs10693268	5	0.026923	0.56796	0.48723	0.95859	0.57006	0.94348	VP64	ROS	CAD_loci
rs57690120	5	-0.0035562	-0.096383	0.98344	0.99713	0.92322	0.98942	VP64	ROS	CAD_loci
rs62233148	5	0.04187	1.0914	0.29896	0.92025	0.2751	0.88008	VP64	ROS	CAD_loci
rs17700144	5	0.041476	0.86287	0.30322	0.92025	0.38821	0.91048	VP64	ROS	CAD_loci
Ess_SAM_EIF3D	7	0.051787	1.2484	0.14191	0.92025	0.2119	0.85594	VP64	ROS	essential_genes
rs11057409	3	0.0080037	0.15081	0.83728	0.99602	0.88013	0.98839	VP64	ROS	CAD_loci
rs650241	5	0.027317	0.72307	0.48202	0.95859	0.46963	0.93005	VP64	ROS	CAD_loci
rs34633411	5	0.068793	1.5666	0.10218	0.92025	0.1172	0.85089	VP64	ROS	CAD_loci
rs7403708	5	-0.082571	-0.64211	0.075213	0.92021	0.5208	0.93656	VP64	ROS	CAD_loci
rs4888379	5	0.01115	0.34675	0.74078	0.99119	0.72878	0.97489	VP64	ROS	CAD_loci
rs12603057	2	-0.0092565	-0.15474	0.9281	0.99602	0.87702	0.98839	VP64	ROS	CAD_loci
rs12949991	5	-0.0068397	-0.20789	0.91485	0.99602	0.83532	0.98791	VP64	ROS	CAD_loci
rs1187415	5	0.078487	1.9484	0.064333	0.92021	0.051366	0.79908	VP64	ROS	CAD_loci
rs1169292	5	0.037799	1.0788	0.3439	0.92025	0.28069	0.88008	VP64	ROS	CAD_loci
prom_CAV1	5	0.20723	4.2815	0	0	1.8563e-05	0.032623	VP64	ROS	known_genes
18:57851459	5	0.027339	0.74622	0.48202	0.95859	0.45554	0.92981	VP64	ROS	CAD_loci
rs4888392	1	-0.13836	-0.67604	0.13955	0.92025	0.49902	0.93656	VP64	ROS	CAD_loci
rs242577	4	0.084079	1.5463	0.072848	0.92021	0.12203	0.85089	VP64	ROS	CAD_loci
rs2650000	5	0.047771	1.8492	0.23841	0.92025	0.064424	0.80776	VP64	ROS	CAD_loci
rs4888426	5	-0.015568	-0.43996	0.74361	0.99119	0.65997	0.96171	VP64	ROS	CAD_loci
rs139170988	4	-0.024406	-0.71051	0.62394	0.9794	0.47739	0.93363	VP64	ROS	CAD_loci
rs7165733	5	-0.058527	-1.4599	0.19111	0.92025	0.14431	0.85356	VP64	ROS	CAD_loci
rs6490304	5	0.019581	0.6568	0.6017	0.9794	0.51131	0.93656	VP64	ROS	CAD_loci
Ess_SAM_SNRNP200	5	0.029414	0.8338	0.45222	0.95058	0.40439	0.91353	VP64	ROS	essential_genes
Ess_GECKO_EIF3B	6	-0.020767	-0.49662	0.61447	0.9794	0.61946	0.95242	VP64	ROS	essential_genes
rs9926156	5	0.067317	1.7654	0.10927	0.92025	0.077504	0.85089	VP64	ROS	CAD_loci
rs7301953	5	-0.064408	-1.8774	0.14617	0.92025	0.060464	0.80776	VP64	ROS	CAD_loci
rs2222018	2	-0.013055	-0.18235	0.87039	0.99602	0.85531	0.98791	VP64	ROS	CAD_loci
rs10919064	4	0.026291	0.80105	0.52507	0.96239	0.4231	0.91661	VP64	ROS	CAD_loci
rs12105996	5	-0.013638	-0.23408	0.78098	0.99602	0.81493	0.98612	VP64	ROS	CAD_loci
rs2366639	5	-0.033629	-0.82895	0.43709	0.94575	0.40713	0.91353	VP64	ROS	CAD_loci
rs140473396	3	-0.00067524	-0.017843	0.97304	0.99713	0.98576	0.99651	VP64	ROS	CAD_loci
rs11643209	5	-0.025608	-0.83946	0.56528	0.97171	0.40121	0.91353	VP64	ROS	CAD_loci
Pos_GECKO_GPX3	6	0.059115	1.9547	0.11542	0.92025	0.050621	0.79908	VP64	ROS	known_genes
rs10935971	5	-0.022809	-0.6001	0.60974	0.9794	0.54844	0.94252	VP64	ROS	CAD_loci
rs3851733	5	-0.063196	-1.8163	0.15516	0.92025	0.069319	0.81113	VP64	ROS	CAD_loci
rs9911678	1	0.012037	0.28557	0.8614	0.99602	0.77521	0.98157	VP64	ROS	CAD_loci
rs2713556	5	-0.021011	-0.73274	0.64049	0.98473	0.46372	0.92981	VP64	ROS	CAD_loci
rs35263058	3	-0.0049087	-0.098333	0.96547	0.99713	0.92167	0.98942	VP64	ROS	CAD_loci
rs7194397	5	-0.036543	-1.6555	0.40208	0.93939	0.097828	0.85089	VP64	ROS	CAD_loci
rs12933281	5	-0.012611	-0.3195	0.79896	0.99602	0.74935	0.97996	VP64	ROS	CAD_loci
rs7210979	4	0.0095495	0.22035	0.78193	0.99602	0.8256	0.98791	VP64	ROS	CAD_loci
rs142913791	5	0.075801	1.365	0.071429	0.92021	0.17226	0.85356	VP64	ROS	CAD_loci
rs9897309	4	-0.028544	-0.75807	0.56433	0.97171	0.44841	0.92981	VP64	ROS	CAD_loci
rs6738645	5	-0.11112	-1.9798	0.019868	0.77193	0.047723	0.79908	VP64	ROS	CAD_loci
rs11907011	5	-0.01555	-0.53447	0.74361	0.99119	0.59302	0.94636	VP64	ROS	CAD_loci
rs11057399	5	0.059397	1.1443	0.14948	0.92025	0.25251	0.87777	VP64	ROS	CAD_loci
rs12443904	4	0.048665	1.0809	0.27909	0.92025	0.27973	0.88008	VP64	ROS	CAD_loci
rs77335224	1	-0.058298	-0.99321	0.50142	0.95859	0.32061	0.88741	VP64	ROS	CAD_loci
rs75635186	3	0.039473	0.64656	0.40728	0.93939	0.51792	0.93656	VP64	ROS	CAD_loci
rs10953541	5	0.013042	0.44788	0.71476	0.98905	0.65424	0.96171	VP64	ROS	CAD_loci
rs8050769	2	-0.065732	-1.4805	0.31788	0.92025	0.13873	0.85144	VP64	ROS	CAD_loci
rs7667633	4	0.020946	0.63772	0.60643	0.9794	0.52366	0.93656	VP64	ROS	CAD_loci
rs4930295	5	0.0036765	0.13958	0.87985	0.99602	0.88899	0.98942	VP64	ROS	CAD_loci
rs141787760	5	-0.017014	-0.43031	0.71712	0.98905	0.66697	0.96201	VP64	ROS	CAD_loci
rs11905081	2	-0.34259	-1.3305	0.00047304	0.33333	0.18335	0.85356	VP64	ROS	CAD_loci
rs147729680	5	-0.0042997	-0.11861	0.97162	0.99713	0.90559	0.98942	VP64	ROS	CAD_loci
rs7210820	5	-0.02458	-0.6656	0.579	0.97764	0.50567	0.93656	VP64	ROS	CAD_loci
rs2644109	5	-0.013307	-0.40703	0.78571	0.99602	0.68399	0.96368	VP64	ROS	CAD_loci
rs6739015	5	0.03358	0.8939	0.39782	0.93939	0.37138	0.9044	VP64	ROS	CAD_loci
rs4888415	3	-0.074147	-1.6066	0.17786	0.92025	0.10813	0.85089	VP64	ROS	CAD_loci
rs3844510	5	0.019829	0.63929	0.59886	0.9794	0.52263	0.93656	VP64	ROS	CAD_loci
rs55940034	4	-0.040044	-0.77325	0.41012	0.93939	0.43938	0.92784	VP64	ROS	CAD_loci
rs360157	5	-0.0080958	-0.18282	0.89073	0.99602	0.85494	0.98791	VP64	ROS	CAD_loci
rs7314459	1	0.023325	0.30348	0.75166	0.99499	0.76152	0.98157	VP64	ROS	CAD_loci
rs56155140	5	0.034233	0.69253	0.38694	0.93939	0.48861	0.93656	VP64	ROS	CAD_loci
rs2876643	5	-0.013825	-0.55181	0.7772	0.99602	0.58108	0.94486	VP64	ROS	CAD_loci
rs2165558	5	0.020325	0.5677	0.5913	0.9794	0.57024	0.94348	VP64	ROS	CAD_loci
rs9469930	5	0.055566	2.1105	0.1755	0.92025	0.034811	0.79908	VP64	ROS	CAD_loci
rs404392	2	-0.056283	-1.0752	0.39026	0.93939	0.28229	0.88008	VP64	ROS	CAD_loci
rs35878331	5	0.0046651	0.13156	0.86424	0.99602	0.89533	0.98942	VP64	ROS	CAD_loci
rs1549306	5	0.038644	0.94562	0.33917	0.92025	0.34434	0.88882	VP64	ROS	CAD_loci
rs9583489	2	-0.003012	-0.087991	0.99243	0.99952	0.92988	0.99031	VP64	ROS	CAD_loci
rs1559339	5	-0.0063431	-0.25742	0.92479	0.99602	0.79685	0.98157	VP64	ROS	CAD_loci
rs11641801	4	0.015762	0.46366	0.68496	0.98905	0.64289	0.96133	VP64	ROS	CAD_loci
Ess_SAM_RPL36	9	-0.10093	-2.527	0.0037843	0.47059	0.011504	0.65048	VP64	ROS	essential_genes
rs28407443	5	-0.014917	-0.45895	0.75686	0.99502	0.64627	0.96133	VP64	ROS	CAD_loci
rs80170004	4	0.012224	0.28429	0.73321	0.99043	0.77619	0.98157	VP64	ROS	CAD_loci
rs9469931	1	-0.0907	-1.0927	0.3122	0.92025	0.27453	0.88008	VP64	ROS	CAD_loci
rs7213603	2	0.063464	1.0746	0.28477	0.92025	0.28257	0.88008	VP64	ROS	CAD_loci
rs73903017	5	0.031157	0.81755	0.42715	0.94555	0.41362	0.91353	VP64	ROS	CAD_loci
rs34878139	3	-0.0069717	-0.12181	0.9333	0.99602	0.90305	0.98942	VP64	ROS	CAD_loci
rs6503324	4	-0.010566	-0.1792	0.86093	0.99602	0.85778	0.98791	VP64	ROS	CAD_loci
rs59528299	4	0.0054064	0.13675	0.8543	0.99602	0.89123	0.98942	VP64	ROS	CAD_loci
rs649257	5	-0.016753	-0.54926	0.72375	0.98905	0.58283	0.94486	VP64	ROS	CAD_loci
rs1713839	5	0.039174	1.3097	0.33396	0.92025	0.1903	0.85356	VP64	ROS	CAD_loci
rs4146809	5	-0.013033	-0.3663	0.79234	0.99602	0.71414	0.97489	VP64	ROS	CAD_loci
rs6488913	5	0.019339	0.56758	0.60454	0.9794	0.57032	0.94348	VP64	ROS	CAD_loci
rs12310367	5	-0.059592	-1.1321	0.18448	0.92025	0.2576	0.87777	VP64	ROS	CAD_loci
rs1727944	5	-0.019622	-0.33671	0.66698	0.98905	0.73633	0.97489	VP64	ROS	CAD_loci
rs1333049	5	0.066258	2.2633	0.114	0.92025	0.023619	0.79908	VP64	ROS	CAD_loci
rs590121	5	0.044093	1.2107	0.27436	0.92025	0.22601	0.86398	VP64	ROS	CAD_loci
rs11191447	2	0.018951	0.40959	0.70861	0.98905	0.6821	0.96368	VP64	ROS	CAD_loci
rs60850854	4	-0.10654	-2.535	0.027909	0.80822	0.011244	0.65048	VP64	ROS	CAD_loci
rs12444589	5	-0.014649	-0.34648	0.76112	0.99567	0.72899	0.97489	VP64	ROS	CAD_loci
rs357498	5	0.0045956	0.12409	0.86518	0.99602	0.90125	0.98942	VP64	ROS	CAD_loci
rs72050190	5	-0.050105	-1.1208	0.26348	0.92025	0.26239	0.88008	VP64	ROS	CAD_loci
rs4887825	1	0.0073263	0.12498	0.90161	0.99602	0.90054	0.98942	VP64	ROS	CAD_loci
rs10059661	5	0.03922	1.0709	0.33349	0.92025	0.28423	0.88008	VP64	ROS	CAD_loci
rs36113266	3	-0.012958	-0.33527	0.84153	0.99602	0.73742	0.97489	VP64	ROS	CAD_loci
rs4765562	5	-0.061262	-2.0304	0.17029	0.92025	0.042319	0.79908	VP64	ROS	CAD_loci
rs11431123	2	0.0089197	0.2766	0.84816	0.99602	0.78209	0.98157	VP64	ROS	CAD_loci
Pos_GECKO_ICAM1	6	0.018161	0.45259	0.60596	0.9794	0.65084	0.96148	VP64	ROS	known_genes
rs2315065	1	-0.084816	-1.0008	0.34295	0.92025	0.31691	0.88741	VP64	ROS	CAD_loci
rs57332886	4	0.027826	0.60516	0.50426	0.95859	0.54507	0.94252	VP64	ROS	CAD_loci
rs62276839	5	0.0078139	0.1635	0.80369	0.99602	0.87012	0.98791	VP64	ROS	CAD_loci
rs72495719	3	0.0020178	0.064655	0.93094	0.99602	0.94845	0.99591	VP64	ROS	CAD_loci
rs10025717	2	0.034129	0.88512	0.53264	0.96239	0.37609	0.90657	VP64	ROS	CAD_loci
Ess_GECKO_PRPF19	6	0.057045	1.2696	0.12772	0.92025	0.20424	0.85456	VP64	ROS	essential_genes
rs2279285	5	0.088579	1.3664	0.0421	0.83962	0.17182	0.85356	VP64	ROS	CAD_loci
rs4405410	3	0.082329	1.3849	0.11826	0.92025	0.16609	0.85356	VP64	ROS	CAD_loci
rs216209	2	-0.002615	-0.050753	0.98723	0.99762	0.95952	0.99651	VP64	ROS	CAD_loci
rs2644114	5	0.020056	0.72302	0.59603	0.9794	0.46967	0.93005	VP64	ROS	CAD_loci
rs11191416	4	-0.024263	-1.2117	0.62725	0.9794	0.22564	0.86398	VP64	ROS	CAD_loci
rs216193	5	0.033352	0.8425	0.39972	0.93939	0.39951	0.91353	VP64	ROS	CAD_loci
rs1200160	3	-0.035802	-0.83981	0.5123	0.95859	0.40102	0.91353	VP64	ROS	CAD_loci
rs216172	5	-0.021286	-0.59672	0.63482	0.98174	0.55069	0.94252	VP64	ROS	CAD_loci
rs34091558	5	-0.0083365	-0.21073	0.88458	0.99602	0.8331	0.98791	VP64	ROS	CAD_loci
rs6440935	4	0.0088685	0.28745	0.79565	0.99602	0.77377	0.98157	VP64	ROS	CAD_loci
